name,id,sis_id,section,section_id,section_sis_id,submitted,attempt,"514480:  How frequently do you use LLMs (e.g., ChatGPT) for your coursework in the computer networks module?",1,514486: For which specific tasks in this module do you typically rely on LLMs? (Select all that apply),1,"514494: If there are other tasks in this module where you have relied on LLMs that were not listed above, please specify them here.",1,"514498: How often do you use ChatGPT or other LLMs specifically for completing assignments in this module?
Please answer based on your experience with each of the four assignments in this module.",1,"514499: On average, how frequently do you use ChatGPT or other LLMs during lab sessions?
Please consider your usage across all nine lab sessions.",1,"514504: How effective do you find LLMs (e.g., ChatGPT) in enhancing your understanding of computer network concepts?",1,"514505: Do you find that your reliance on LLMs changes based on the complexity of the topic (e.g., basic networking versus advanced protocols)?",1,514506: Others (Please specify)-,1,"514507: When using ChatGPT or other LLMs, are the answers provided generally sufficient, or do you often need to look up additional resources?",1,"514511: For which assignments (and specific parts, if applicable) did you find yourself using ChatGPT/LLMs the most?",1,"514512: How does using LLMs impact your problem-solving skills and conceptual understanding in assignments and labs?
 Especially, when you see an assignment for the first time, do you feel that you can solve it independently, or do you typically rely on LLMs for an initial approach before attempting to solve it yourself?",1,514513: Others (please specify) -,1,514514: How often do you use LLMs to generate initial ideas or approaches for assignments and labs?,1,"514515: When using LLMs for initial ideas, how much do you rely on the suggestions provided?",1,514516: Others (please specify) -,1,514517: Do you feel your conceptual understanding of the topics has improved by using LLMs?,1,"514518: Do you feel that using LLMs for assignments or labs has hindered your ability to independently solve networking problems in exams or answer theoretical questions, and if it has increased your dependency on the use of LLMs to get lab/assignment work done?",1,"514519: What are the common challenges you have faced when using LLMs for understanding computer network-related concepts, especially in the context of labs where we are using CISCO routers and switches?",1,514520: To what extent do you think using ChatGPT or other LLMs improves the quality of your work in assignments and labs?,1,514521: Do you feel that using LLMs (like ChatGPT) helps you complete assignments or labs faster?,1,514522: In what ways do you think the use of LLMs has affected your ability to retain knowledge in this module?,1,"514523:  Is there anything else you would like to share about your experience using LLMs (e.g., ChatGPT) in this module?

Feel free to provide any feedback, suggestions, or reflections on how LLMs have impacted your learning and performance in this module.
",1,n correct,n incorrect,score
,78179,,"B11 (CS3xxx), L1 (CS3xxx)","124003, 124023","S_2410_CS3xxx_B11, S_2410_CS3xxx_L1",2024-11-17 02:36:28 UTC,1,Frequently,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,nil,0,Occasionally,0,Occasionally,0,Effective,0,"No, reliance is about the same",0,nil,0,It varies by topic,0,nil,0,I can solve the assignment independently without assistance.,1,nil,0,Occasionally,0,I use the LLM's response as a comparison to my own ideas.,0,nil,0,Agree,0,Neutral,0,no context,0,Slightly improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,nil,0,5,17,20
,187468,,"L1 (CS3xxx), B11 (CS3xxx)","124023, 124003","S_2410_CS3xxx_L1, S_2410_CS3xxx_B11",2024-11-17 01:57:45 UTC,1,Occasionally,0,"Coding,Understanding theoretical concepts",0,,0,Occasionally,0,Rarely,0,Moderately effective,0,"No, reliance is about the same",0,,0,I often look up additional resources,0,"I think that I've used LLM most in assignment 4. Because we determined to finish it with Javascript, can I'm not familiar with it. I always see LLMs as an efficient tool to quickly get started with something I have little experience in.",0,I can solve the assignment independently without assistance.,1,,0,Never,1,I use the LLM's response as a comparison to my own ideas.,0,,0,Neutral,0,Disagree,0,"I think the most common issue is determining whether the output of LLMs is correct. When it comes to less popular areas, it may produce incorrect outputs. Also, when dealing with a relatively complex problem, another challenge is how to divide it into small questions for better results.",0,Slightly improves quality,0,Somewhat faster,0,It has had no impact on my retention,0,,0,6,16,20
,34203,,"B10 (CS3xxx), L1 (CS3xxx)","124001, 124023","S_2410_CS3xxx_B10, S_2410_CS3xxx_L1",2024-11-16 16:48:15 UTC,1,Occasionally,0,"Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,"For finals revision, e.g. I would paste in the questions from the lecture slides to help with understanding the concepts

It was useful in teaching stuff that was not covered in the lecture, for example that IPv6 only supports fragmentation in the sending host ",0,Rarely,0,Rarely,0,Effective,0,"Yes, I rely more on LLMs for complex topics",1,NA,0,I often look up additional resources,0,"Probably the first assignment? I was confused about the concepts at the start of the course since it had been a while since I studied computer networks. So I had to use LLMs to rectify my questions, e.g. what is the difference between slash prefix and subnet mask.",0,I can solve the assignment independently without assistance.,1,NA,0,Never,1,I use the LLM's response as a comparison to my own ideas.,0,NA,0,Strongly agree,1,Disagree,0,"Sometimes the LLM would hallucinate and provide wrong responses. I think for more complex topics like VLAN (i.e. which host can ping which host), LLMs are unable to obtain the correct answer sometimes, which tripped me up a bit when I was revising for the final quiz.",0,Slightly improves quality,0,No difference in time,0,It has somewhat improved my retention,0,"GPT-4o is useful in generating questions for the final quiz

Since there weren't a lot of practice questions to work with, I pasted in the slides for course into GPT and prompted it to generate MCQ and MRQ questions for me to test my understanding. 

The questions were accurate and helped me to revise for the final exams. However, there were instances were the questions generated were outside the scope of CS3xxx. For example, I think I got a question on Cisco's ISL. But ultimately, this still helped me to broaden my knowledge.",0,8,14,20
,1842,,"B8 (CS3xxx), L1 (CS3xxx)","124019, 124023","S_2410_CS3xxx_B8, S_2410_CS3xxx_L1",2024-11-16 13:54:15 UTC,1,Frequently,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,NA,0,Frequently,0,Always,0,Extremely effective,0,"Yes, I rely more on LLMs for complex topics",1,NA,0,It varies by topic,0,Group Project,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,NA,0,Frequently,0,I use the LLM's response as a comparison to my own ideas.,0,NA,0,Agree,0,Disagree,0,"LLMs' lack of context, have to use some prompts to give it context before it can perform well",0,Moderately improves quality,0,Significantly faster,1,It has had no impact on my retention,0,"I think LLMs are an effective tool in studying and learning. While I agree that it has an impact on independent thinking, that is up to the user to decide if he wants to learn or if he/she simply just wishes to get the task done. ",0,6,16,20
,30256,,"L1 (CS3xxx), B8 (CS3xxx)","124023, 124019","S_2410_CS3xxx_L1, S_2410_CS3xxx_B8",2024-11-16 13:52:45 UTC,1,Occasionally,0,"Troubleshooting and debugging code,Understanding theoretical concepts",0,NA,0,Occasionally,0,Rarely,0,Effective,0,"Yes, I rely more on LLMs for complex topics",1,NA,0,It varies by topic,0,Mostly understanding of concepts and for syntax and debugging,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,NA,0,Frequently,0,I use the LLM's response as a comparison to my own ideas.,0,NA,0,Agree,0,Disagree,0,On concepts that do not have definitive answers (eg trade offs),0,Slightly improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,NA,0,5,17,20
,2072,,"B6 (CS3xxx), L1 (CS3xxx)","124015, 124023","S_2410_CS3xxx_B6, S_2410_CS3xxx_L1",2024-11-16 13:23:24 UTC,1,Occasionally,0,"Coding,Reviewing explanations or answers during or after labs",0,-,0,Rarely,0,Rarely,0,Moderately effective,0,"No, reliance is about the same",0,-,0,I often look up additional resources,0,Assignment 4 as there's a lot of boilerplate,0,I can solve the assignment independently without assistance.,1,-,0,Rarely,0,I use the LLM's response as a comparison to my own ideas.,0,-,0,Neutral,0,Disagree,0,None. I'm really good at it,0,It depends on the task,0,Significantly faster,1,It has made it harder for me to retain knowledge,0,"It's a great tool which renders a lot of ""google-able"" knowledge useless to a certain extent which makes some more advanced knowledge ""disposable"" which I think is fair. A lot of time is saved and my brain resource is optimized",0,6,16,20
,14393,,"L1 (CS3xxx), B11 (CS3xxx)","124023, 124003","S_2410_CS3xxx_L1, S_2410_CS3xxx_B11",2024-11-16 10:42:29 UTC,1,Frequently,0,"Troubleshooting and debugging code,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,-,0,Frequently,0,Rarely,0,Moderately effective,0,"Yes, I rely more for basic topics",0,-,0,I often look up additional resources,0,Assignment 3b required the most use of ChatGPT for me.,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,-,0,Always,0,I use the idea as a starting point but build upon it independently,0,-,0,Strongly agree,1,Agree,0,"Often times when the problems get more complex, ChatGPT is unable to provide a satisfactory response.",0,Slightly improves quality,0,Significantly faster,1,It has had no impact on my retention,0,"Despite the failure of ChatGPT to provide accurate or correct responses sometimes, it helps generate some form of idea or direction to further pursue the concepts from online resources. I use the pointers generated as starting points and only include them in my answers when I have fact checked them against the online resources.",0,6,16,20
,13261,,"L1 (CS3xxx), B8 (CS3xxx)","124023, 124019","S_2410_CS3xxx_L1, S_2410_CS3xxx_B8",2024-11-16 08:32:39 UTC,1,Frequently,0,"Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,"Specifically, I use it to find libraries that are useful for assignments",0,Occasionally,0,Rarely,0,Effective,0,"Yes, I rely more for basic topics",0,N.A.,0,I often look up additional resources,0,Assignment 4 as I have no previous knowledge on how audio is encoded and decoded and how to handle them with Python.,0,I can solve the assignment independently without assistance.,1,N.A.,0,Occasionally,0,I use the LLM's response as a comparison to my own ideas.,0,n.a.,0,Agree,0,Disagree,0,"I am not very confident of the answers given to me by LLMs to be honest. Plus I am unsure how knowledgeable LLMs are with CISCO technologies too. Thus, I use LLMs to have a broader understanding of the problem first and google for more resources if needed. Actually even for in class content, some responses given by LLMs occasionally do not exactly coincide with what we were taught ",0,Significantly improves quality,1,Significantly faster,1,It has somewhat improved my retention,0,I think LLMs are actually very useful in generating real-life examples to aid in understanding the concepts taught which i greatly appreciate. I will also describe what i have learned to LLMs and read their response to see if I have made any assumptions unknowingly. ,0,7,15,20
,17191,,"B1 (CS3xxx), L1 (CS3xxx)","123999, 124023","S_2410_CS3xxx_B1, S_2410_CS3xxx_L1",2024-11-16 07:28:16 UTC,1,Occasionally,0,"Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,NIL,0,Never,1,Occasionally,0,Effective,0,"Yes, I rely more for basic topics",0,NA,0,It varies by topic,0,NA,0,I can solve the assignment independently without assistance.,1,NA,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,NA,0,Agree,0,Disagree,0,"Giving it the context needed in the prompts, otherwise LLM might give generic/vague responses that don't apply to the lab setup.",0,Moderately improves quality,0,Somewhat faster,0,It has had no impact on my retention,0,NIL,0,6,16,20
,1966,,"L1 (CS3xxx), B4 (CS3xxx)","124023, 124011","S_2410_CS3xxx_L1, S_2410_CS3xxx_B4",2024-11-16 01:56:17 UTC,1,Frequently,0,"Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments",0,-,0,Frequently,0,Occasionally,0,Slightly effective,0,"No, reliance is about the same",0,-,0,I often look up additional resources,0,-,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,-,0,Occasionally,0,I use the LLM's response as a comparison to my own ideas.,0,-,0,Agree,0,Disagree,0,-,0,Slightly improves quality,0,Somewhat faster,0,It has had no impact on my retention,0,-,0,4,18,20
,77347,,"B9 (CS3xxx), L1 (CS3xxx)","124022, 124023","S_2410_CS3xxx_B9, S_2410_CS3xxx_L1",2024-11-16 01:29:10 UTC,1,Occasionally,0,Troubleshooting and debugging code,0,,0,Occasionally,0,Never,1,Effective,0,"Yes, I rely more on LLMs for complex topics",1,,0,I often look up additional resources,0,Assignment 4,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,,0,,0,I use the idea as a starting point but build upon it independently,0,,0,Agree,0,Agree,0,I do not use LLMs for labs,0,Significantly improves quality,1,Somewhat faster,0,,0,,0,7,15,20
,77377,,"L1 (CS3xxx), B9 (CS3xxx)","124023, 124022","S_2410_CS3xxx_L1, S_2410_CS3xxx_B9",2024-11-15 19:29:40 UTC,1,Rarely,0,"Troubleshooting and debugging code,Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,NA,0,Rarely,0,Never,1,Moderately effective,0,"No, reliance is about the same",0,NA,0,It varies by topic,0,When I faced errors in my code and needed assistance in debugging.,0,I can solve the assignment independently without assistance.,1,NA,0,Rarely,0,I use the LLM's response as a comparison to my own ideas.,0,NA,0,Neutral,0,Disagree,0,Lack of visual aids such as diagrams compared to lecture notes and lab sheets to facilitate understanding.,0,Moderately improves quality,0,Somewhat faster,0,It has had no impact on my retention,0,NA,0,6,16,20
,30393,,"L1 (CS3xxx), B4 (CS3xxx)","124023, 124011","S_2410_CS3xxx_L1, S_2410_CS3xxx_B4",2024-11-15 18:06:59 UTC,1,Never,1,Others (please specify in the next question),0,"I did not use LLMs as I find myself understanding things better by manually researching and reading through various articles. By reading multiple different explanations for the same concept, it makes me form a fuller mental picture.",0,Never,1,Never,1,Not effective at all,1,"No, reliance is about the same",0,NIL,0,I often look up additional resources,0,"I never use LLMs, unfortunately, though I do like to ""give chance"" and try them out from time to time, the results have always disappointed me.",0,I can solve the assignment independently without assistance.,1,NIL,0,Rarely,0,I use the LLM's response as a comparison to my own ideas.,0,NIL,0,Disagree,0,Strongly disagree,1,I personally think they are useless. There's not a lot of textual documentation on these things so the LLM just does not do well at all.,0,I do not use LLMs,0,"Slower, as I need to verify the information",0,It has had no impact on my retention,0,"I still think it's too early, at least for computer networks specifically; it just doesn't know enough yet. Though it's becoming increasingly better at other tasks, but it just needs more time. Maybe it will fare better for other courses...",0,10,12,20
,76040,,"L1 (CS3xxx), B7 (CS3xxx)","124023, 124017","S_2410_CS3xxx_L1, S_2410_CS3xxx_B7",2024-11-15 14:14:39 UTC,1,Occasionally,0,"Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,Helping to summarise lectures to help revision,0,Rarely,0,Rarely,0,Moderately effective,0,"Yes, I rely more on LLMs for complex topics",1,NA,0,I often look up additional resources,0,"Often the beginning to get an idea of how to start, for example what libraries could be used ",0,I can solve the assignment independently without assistance.,1,NA,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,NA,0,Agree,0,Strongly disagree,1,Can be irrelevant or not informative enough ,0,Slightly improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,NA,0,7,15,20
,5800,,"B5 (CS3xxx), L1 (CS3xxx)","124013, 124023","S_2410_CS3xxx_B5, S_2410_CS3xxx_L1",2024-11-15 11:10:33 UTC,1,Frequently,0,"Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,,0,Rarely,0,Rarely,0,Effective,0,"Yes, I rely more for basic topics",0,,0,I often look up additional resources,0,,0,I can solve the assignment independently without assistance.,1,,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,,0,Agree,0,Disagree,0,,0,Slightly improves quality,0,Somewhat faster,0,It has had no impact on my retention,0,,0,5,17,20
,23738,,"B12 (CS3xxx), L1 (CS3xxx)","124005, 124023","S_2410_CS3xxx_B12, S_2410_CS3xxx_L1",2024-11-15 09:59:49 UTC,1,Frequently,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,,0,Frequently,0,Frequently,0,Effective,0,"No, reliance is about the same",0,,0,I often look up additional resources,0,initial planning and understanding,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,,0,Frequently,0,I use the idea as a starting point but build upon it independently,0,,0,Agree,0,Agree,0,Technical understanding,0,It depends on the task,0,Significantly faster,1,It has somewhat improved my retention,0,,0,5,17,20
,80732,,"L1 (CS3xxx), B11 (CS3xxx)","124023, 124003","S_2410_CS3xxx_L1, S_2410_CS3xxx_B11",2024-11-15 06:49:49 UTC,1,Frequently,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,NA,0,Frequently,0,Occasionally,0,Effective,0,"Yes, I rely more on LLMs for complex topics",1,NA,0,ChatGPT/LLM answers are usually sufficient,1,Assignment 3. For generating code.,0,I rely heavily on LLMs to guide my understanding and problem-solving.,0,NA,0,Frequently,0,I mostly use the LLM's initial idea with little modification,1,NA,0,Agree,0,Agree,0,Incorrect concepts taught by LLMs,0,Moderately improves quality,0,Significantly faster,1,It has somewhat improved my retention,0,NA,0,8,14,20
,188244,,"L1 (CS3xxx), B7 (CS3xxx)","124023, 124017","S_2410_CS3xxx_L1, S_2410_CS3xxx_B7",2024-11-15 05:29:06 UTC,1,Never,1,,0,,0,Never,1,Never,1,Not effective at all,1,"No, reliance is about the same",0,,0,I often look up additional resources,0,,0,I can solve the assignment independently without assistance.,1,,0,,0,,0,,0,Disagree,0,,0,,0,,0,,0,,0,,0,9,13,20
,25810,,"L1 (CS3xxx), B7 (CS3xxx)","124023, 124017","S_2410_CS3xxx_L1, S_2410_CS3xxx_B7",2024-11-15 04:47:51 UTC,1,Frequently,0,"Troubleshooting and debugging code,Understanding theoretical concepts",0,,0,Occasionally,0,Frequently,0,Effective,0,"Yes, I rely more on LLMs for complex topics",1,,0,I often look up additional resources,0,,0,I can solve the assignment independently without assistance.,1,,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,,0,Agree,0,Disagree,0,NIL,0,Slightly improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,NIL,0,6,16,20
,34856,,"B1 (CS3xxx), L1 (CS3xxx)","123999, 124023","S_2410_CS3xxx_B1, S_2410_CS3xxx_L1",2024-11-15 03:47:13 UTC,1,Frequently,0,Understanding theoretical concepts,0,no,0,Occasionally,0,Occasionally,0,,0,"Yes, I rely more for basic topics",0,,0,It varies by topic,0,not much,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,no,0,Rarely,0,I use the idea as a starting point but build upon it independently,0,no,0,Agree,0,Disagree,0,no,0,Slightly improves quality,0,Somewhat faster,0,It has had no impact on my retention,0,no,0,4,18,20
,76790,,"B10 (CS3xxx), L1 (CS3xxx)","124001, 124023","S_2410_CS3xxx_B10, S_2410_CS3xxx_L1",2024-11-15 03:07:37 UTC,1,Rarely,0,Starting or completing assignments,0,-,0,Occasionally,0,Never,1,Neutral,0,Others (please specify in the next question),0,"Depends on obscurity of information. If topics have information that is not as easily obtainable, I use LLM in order to get a start at finding information.",0,I often look up additional resources,0,The one regarding HTTP2/3,0,Other (please specify in the next question),0,Depends. Will try to solve first before using LLMs,0,Rarely,0,I use the idea as a starting point but build upon it independently,0,,0,Neutral,0,Neutral,0,Reliability of information. Have to always cross reference information given.,0,It depends on the task,0,Somewhat faster,0,It has had no impact on my retention,0,-,0,5,17,20
,6881,,"L1 (CS3xxx), B3 (CS3xxx)","124023, 124009","S_2410_CS3xxx_L1, S_2410_CS3xxx_B3",2024-11-14 23:30:25 UTC,1,Frequently,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,none,0,Frequently,0,Occasionally,0,Extremely effective,0,"Yes, I rely more on LLMs for complex topics",1,none,0,ChatGPT/LLM answers are usually sufficient,1,"Assignment 3, trying to get the behaviour of the trace route program down. Additionally, it was extremely helpful in template codes for  crafting headers",0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,none,0,Frequently,0,I use the idea as a starting point but build upon it independently,0,none,0,Agree,0,Agree,0,Sometimes it may have outdated information or hallucinate if it doesn't have the information,0,Significantly improves quality,1,Significantly faster,1,It has had no impact on my retention,0,None,0,8,14,20
,84669,,"L1 (CS3xxx), B4 (CS3xxx)","124023, 124011","S_2410_CS3xxx_L1, S_2410_CS3xxx_B4",2024-11-14 15:22:07 UTC,1,Occasionally,0,"Troubleshooting and debugging code,Understanding theoretical concepts",0,NIL,0,Occasionally,0,Rarely,0,Effective,0,"Yes, I rely more on LLMs for complex topics",1,NIL,0,It varies by topic,0,During assignment 3 part B I used LLMs to explain some key points to take note of when implementing a raw socket e.g. the fact that the program may not work if being used in a secure network like SoC and the flag values of the TCP packet.,0,Other (please specify in the next question),0,I typically start off with a rough idea of what to do but may defer to LLMs if I hit a major roadblock,0,Rarely,0,I use the LLM's response as a comparison to my own ideas.,0,NIL,0,Agree,0,Neutral,0,NIL (I rarely used LLMs for labs),0,Slightly improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,NIL,0,5,17,20
,23798,,"L1 (CS3xxx), B7 (CS3xxx)","124023, 124017","S_2410_CS3xxx_L1, S_2410_CS3xxx_B7",2024-11-14 14:31:57 UTC,1,Occasionally,0,"Coding,Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,-,0,Occasionally,0,Rarely,0,Moderately effective,0,"Yes, I rely more on LLMs for complex topics",1,-,0,I often look up additional resources,0,-,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,-,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,-,0,Agree,0,Agree,0,LLMs cant really understand what I am trying to say,0,Moderately improves quality,0,No difference in time,0,It has somewhat improved my retention,0,"Actually, LLM can be used to quiz us on certain contents, it doesnt only bring negative impact to our work",0,5,17,20
,76466,,"B7 (CS3xxx), L1 (CS3xxx)","124017, 124023","S_2410_CS3xxx_B7, S_2410_CS3xxx_L1",2024-11-14 14:29:13 UTC,1,Rarely,0,"Coding,Understanding theoretical concepts,Starting or completing assignments",0,,0,Frequently,0,Never,1,Moderately effective,0,"Yes, I rely more for basic topics",0,,0,ChatGPT/LLM answers are usually sufficient,1,"Mostly Coding (assignment 4 to code the front end and back end, assignment 3 (to check if my answer makes sense)

 ",0,I can solve the assignment independently without assistance.,1,,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,,0,Agree,0,Disagree,0,Didnt see the need for LLMs in lab.,0,Moderately improves quality,0,Significantly faster,1,It has had no impact on my retention,0,"Definitely helps in debugging code, and code faster.",0,8,14,20
,77847,,"L1 (CS3xxx), B12 (CS3xxx)","124023, 124005","S_2410_CS3xxx_L1, S_2410_CS3xxx_B12",2024-11-14 11:55:02 UTC,1,Occasionally,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,,0,Rarely,0,Occasionally,0,Moderately effective,0,"Yes, I rely more on LLMs for complex topics",1,,0,It varies by topic,0,,0,Other (please specify in the next question),0,"I use chatgpt for manual work, i understand the theoretical and know how to implement the solution, it basically a fancy autocorrect / auto complete",0,Rarely,0,I use the LLM's response as a comparison to my own ideas.,0,,0,Agree,0,Disagree,0,,0,Significantly improves quality,1,Somewhat faster,0,It has somewhat improved my retention,0,,0,6,16,20
,35292,,"L1 (CS3xxx), B9 (CS3xxx)","124023, 124022","S_2410_CS3xxx_L1, S_2410_CS3xxx_B9",2024-11-14 09:16:15 UTC,1,Occasionally,0,"Coding,Understanding theoretical concepts,Starting or completing assignments",0,,0,Occasionally,0,Rarely,0,Effective,0,"Yes, I rely more on LLMs for complex topics",1,,0,I often look up additional resources,0,assignment 3 and 4 for the basic code as i was unsure of how to use the python libraries needed,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,,0,Strongly agree,1,Neutral,0,"i did not use LLMs for labs except the last lab on TCP, where I wanted to understand the differences between the congestion control mechanisms. one challenge was that it wasnt specific to the situation in the lab as we could not pass in the throughput graphs for a more specific answer",0,Moderately improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,,0,6,16,20
,13094,,"L1 (CS3xxx), B12 (CS3xxx)","124023, 124005","S_2410_CS3xxx_L1, S_2410_CS3xxx_B12",2024-11-14 08:59:48 UTC,1,Frequently,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,-,0,Frequently,0,Frequently,0,Effective,0,"No, reliance is about the same",0,-,0,It varies by topic,0,I mainly use ChatGPT to understand more about the lecture topics and to understand more about the lab sessions and the commands that are needed. For the assignments I don't really use ChatGPT.,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,-,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,-,0,Strongly agree,1,Neutral,0,"I think because the CISCO routers and switches uses specific knowledge that aren't ""widely"" available, sometimes the answer is incorrect/unreliable, so referring to the CISCO resources themselves are more beneficial.",0,Significantly improves quality,1,Somewhat faster,0,It has made it harder for me to retain knowledge,0,-,0,6,16,20
,19387,,"B9 (CS3xxx), L1 (CS3xxx)","124022, 124023","S_2410_CS3xxx_B9, S_2410_CS3xxx_L1",2024-11-14 08:15:56 UTC,1,Occasionally,0,"Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,nil,0,Rarely,0,Rarely,0,Neutral,0,"No, reliance is about the same",0,nil,0,I often look up additional resources,0,not very sure about this,0,I can solve the assignment independently without assistance.,1,nil,0,Rarely,0,I use the LLM's response as a comparison to my own ideas.,0,nil,0,Neutral,0,Disagree,0,"The LLMs often don't understand the architecture of the lab and a lot of explanation is required for the LLM to understand and answer the questions. Thus, I don't really use LLMs in labs and also the findings in the lab seem to be sufficient to answer questions.",0,It depends on the task,0,"Slower, as I need to verify the information",0,It has had no impact on my retention,0,nil,0,5,17,20
,77080,,"L1 (CS3xxx), B5 (CS3xxx)","124023, 124013","S_2410_CS3xxx_L1, S_2410_CS3xxx_B5",2024-11-14 07:19:33 UTC,1,Occasionally,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments,Reviewing explanations or answers during or after labs",0,,0,Occasionally,0,Rarely,0,Moderately effective,0,"Yes, I rely more for basic topics",0,,0,ChatGPT/LLM answers are usually sufficient,1,"I feel that i rely more on ChatGPT-o1 the preview version most for assignment 4 as it can actually provide some insights to the topic at hand that  i did not think of, especially for complex topics which normal gpt cannot",0,I can solve the assignment independently without assistance.,1,,0,Rarely,0,I use the LLM's response as a comparison to my own ideas.,0,,0,Agree,0,Disagree,0,The most common problem of LLMs is the hallucination as it does not really think but tries to guess the answer than you want. Therefore it would often give wrong answers for lab related questions.,0,Moderately improves quality,0,Somewhat faster,0,It has somewhat improved my retention,0,O1 is especially good at complex problem solving especially to start off the assignments and create a foundation,0,6,16,20
,9928,,"L1 (CS3xxx), B7 (CS3xxx)","124023, 124017","S_2410_CS3xxx_L1, S_2410_CS3xxx_B7",2024-11-14 07:10:30 UTC,1,Frequently,0,"Coding,Troubleshooting and debugging code,Understanding theoretical concepts,Starting or completing assignments",0,NIL,0,Frequently,0,Rarely,0,Extremely effective,0,"Yes, I rely more on LLMs for complex topics",1,NIL,0,I often look up additional resources,0,Assignment 3 Section B,0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,NIL,0,Frequently,0,I use the idea as a starting point but build upon it independently,0,NIL,0,Agree,0,Agree,0,hard to follow the steps sometimes,0,Significantly improves quality,1,Significantly faster,1,It has somewhat improved my retention,0,It is useful,0,7,15,20
,34530,,"B10 (CS3xxx), L1 (CS3xxx)","124001, 124023","S_2410_CS3xxx_B10, S_2410_CS3xxx_L1",2024-11-14 07:00:06 UTC,1,Frequently,0,"Coding,Understanding theoretical concepts,Reviewing explanations or answers during or after labs",0,,0,Frequently,0,Frequently,0,Extremely effective,0,"No, reliance is about the same",0,,0,I often look up additional resources,0,"It is most useful for explaining protocols - like how DNS works, how ARP works, and so on. 
It provided a skeleton for Assignment 2 and 3, but I had to write the code from scratch anyway. 
It is at its best at explaining the underlying ideas(like how traceroute works) - coming up with the code not so much",0,I often need LLMs for an initial approach before I can attempt to solve it myself.,0,,0,Occasionally,0,I use the idea as a starting point but build upon it independently,0,,0,Agree,0,Strongly disagree,1,LLMs were not very useful in the specific situations in the labs. I mainly used them in the labs to get a grasp of the protocol we were looking at. When asking for what commands to type in to proceed it did give useful answers sometimes but was not reliable at all.,0,Significantly improves quality,1,Somewhat faster,0,It has somewhat improved my retention,0,"For computer networking topics in particular, I have found LLMs to be extremely useful. They are very good at explaining the protocols - and can provide examples of the protocols in action and clear doubts in a way that a textbook cannot - it almost feels like approaching the professor for help - except I can keep asking if I just don't get it - whereas with a professor I am much more likely to give up. ",0,6,16,20
